circuit_index,seed,compression_ratio,fidelity,robustness_class,total_gates,depth,entanglement_ratio,importance_entropy,importance_concentration
72,72042,0.1,0.9850017882784972,robust,537,60,0.3240223463687151,5.115244107171382,0.6664898712092189
73,73042,0.1,0.9839389993357127,robust,537,60,0.3240223463687151,5.179835695609524,0.600483448408676
74,74042,0.1,0.9844069098996788,robust,537,60,0.3240223463687151,5.058098679841547,0.6700484995000687
75,75042,0.1,0.986101320562875,robust,537,60,0.3240223463687151,5.081638665877037,0.6687730851683715
76,76042,0.1,0.986400706016572,robust,537,60,0.3240223463687151,5.192524159236593,0.6373695083226711
77,77042,0.1,0.9837466047895738,robust,537,60,0.3240223463687151,5.251570762136211,0.6246479600130082
78,78042,0.1,0.7341649391332059,fragile,537,60,0.3240223463687151,5.255970582019042,0.5721194728837401
79,79042,0.1,0.9842114292525425,robust,537,60,0.3240223463687151,5.4343084579323175,0.5406898021349903
80,80042,0.1,0.9827096371830732,robust,537,61,0.3240223463687151,5.205092646653943,0.6109859228325736
81,81042,0.1,0.981411283173229,robust,537,60,0.3240223463687151,5.348826836124047,0.5570879729409938
82,82042,0.1,0.9842617860645845,robust,537,60,0.3240223463687151,5.2799289398144165,0.5733219369977682
83,83042,0.1,0.9800230420360169,robust,537,60,0.3240223463687151,5.291117663445229,0.5824546903248442
84,84042,0.1,0.9847708391257173,robust,537,60,0.3240223463687151,5.34026001704261,0.5978030132547234
85,85042,0.1,0.781738156392888,fragile,537,60,0.3240223463687151,5.274773975480143,0.621307195427873
86,86042,0.1,0.9835459609790674,robust,537,60,0.3240223463687151,5.262248909801007,0.6281408183497096
87,87042,0.1,0.984814722939854,robust,537,60,0.3240223463687151,5.122718558685435,0.6592249438536066
88,88042,0.1,0.8572907575129386,fragile,537,60,0.3240223463687151,5.319988347712497,0.6015667553135088
89,89042,0.1,0.9664217479417379,robust,537,60,0.3240223463687151,5.244307597870458,0.5981231843329521
90,90042,0.1,0.538557895223613,fragile,537,60,0.3240223463687151,5.238390878517231,0.6066698755239937
91,91042,0.1,0.8430531932579793,fragile,537,60,0.3240223463687151,5.294672845339749,0.6092557458605147
92,92042,0.1,0.6002105669060398,fragile,537,60,0.3240223463687151,5.424657763593531,0.5408287805272698
93,93042,0.1,0.984339562961639,robust,537,60,0.3240223463687151,5.286299236167267,0.5957163465615403
94,94042,0.1,0.9849433793137944,robust,537,61,0.3240223463687151,5.1872836746341315,0.616493532654527
95,95042,0.1,0.9285779889101548,robust,537,60,0.3240223463687151,5.369731441525367,0.544441860860161
96,96042,0.1,0.9811627049940196,robust,537,60,0.3240223463687151,5.354643279701648,0.5662719841711218
97,97042,0.1,0.9833809943384356,robust,537,60,0.3240223463687151,5.196599795472785,0.6402693296876504
98,98042,0.1,0.9861836026241966,robust,537,60,0.3240223463687151,5.119225992534458,0.6260634601879086
99,99042,0.1,0.9575015334533975,robust,537,61,0.3240223463687151,5.365774333747431,0.5731632779826544
