circuit_index,seed,compression_ratio,fidelity,robustness_class,total_gates,depth,entanglement_ratio,importance_entropy,importance_concentration
0,42,0.1,0.9174957378333621,robust,537,60,0.3240223463687151,5.291382738095283,0.589759729036643
1,1042,0.1,0.7319032858584144,fragile,537,60,0.3240223463687151,5.26896219230119,0.6127951578123803
2,2042,0.1,0.9811001683821297,robust,537,60,0.3240223463687151,5.461671554927249,0.5104520363934378
3,3042,0.1,0.98476423311088,robust,537,61,0.3240223463687151,5.368903219106993,0.5431714802751831
4,4042,0.1,0.983057800918585,robust,537,60,0.3240223463687151,5.228313028140874,0.5897430153184856
5,5042,0.1,0.629196692770952,fragile,537,61,0.3240223463687151,5.191811961677628,0.6128043997188879
6,6042,0.1,0.5647876366490038,fragile,537,61,0.3240223463687151,5.544776340501854,0.48700620420915697
7,7042,0.1,0.9824729238088554,robust,537,60,0.3240223463687151,5.151917951319328,0.6469608309175529
8,8042,0.1,0.8724165281680254,fragile,537,60,0.3240223463687151,5.305539814351054,0.5951812243369707
9,9042,0.1,0.9845090529147291,robust,537,60,0.3240223463687151,5.104096488772678,0.6761223458720089
10,10042,0.1,0.9849707528585201,robust,537,60,0.3240223463687151,5.25993090369109,0.5882995206505107
11,11042,0.1,0.9838924080470959,robust,537,61,0.3240223463687151,5.298609259948005,0.551995390876946
12,12042,0.1,0.9865654502647608,robust,537,60,0.3240223463687151,5.190118319013722,0.6384477896041166
13,13042,0.1,0.8747877345026069,fragile,537,60,0.3240223463687151,5.273332245624328,0.6056403587189171
14,14042,0.1,0.7435713726354406,fragile,537,60,0.3240223463687151,5.09266362063418,0.6802977845033985
15,15042,0.1,0.8338483589102312,fragile,537,60,0.3240223463687151,5.2961682797657,0.6169021252036334
16,16042,0.1,0.982167167008967,robust,537,62,0.3240223463687151,5.3339123786015294,0.5455533069556028
17,17042,0.1,0.9853768984087103,robust,537,60,0.3240223463687151,5.167240645157358,0.6356535990653701
18,18042,0.1,0.8612868452132316,fragile,537,60,0.3240223463687151,5.415076706596334,0.5524935525659522
19,19042,0.1,0.9843186152190249,robust,537,60,0.3240223463687151,5.199910284870715,0.6393933396625007
20,20042,0.1,0.9821022827626659,robust,537,60,0.3240223463687151,5.131749665222073,0.6383348012644045
21,21042,0.1,0.9838819849391234,robust,537,61,0.3240223463687151,5.32988033538037,0.5579981021306072
22,22042,0.1,0.9835548880265508,robust,537,61,0.3240223463687151,5.221549253994182,0.5958385816482751
23,23042,0.1,0.9891824133452822,robust,537,60,0.3240223463687151,5.3127618290360825,0.5844656559914183
24,24042,0.1,0.9804884544896547,robust,537,60,0.3240223463687151,5.336892899459977,0.5765845878737725
25,25042,0.1,0.9809866314392276,robust,537,60,0.3240223463687151,5.01117581737036,0.6949227212185581
26,26042,0.1,0.9825618565062877,robust,537,61,0.3240223463687151,5.257907495165616,0.6205088242933842
27,27042,0.1,0.6577186575308791,fragile,537,60,0.3240223463687151,5.315958006879133,0.6057456216294524
28,28042,0.1,0.9819285037164929,robust,537,60,0.3240223463687151,5.377080709802906,0.5834656298456172
29,29042,0.1,0.9143168821765786,robust,537,60,0.3240223463687151,5.403035843474994,0.5787215589893935
30,30042,0.1,0.982009377019468,robust,537,60,0.3240223463687151,5.179338731279616,0.6343602207222148
31,31042,0.1,0.9848116087520907,robust,537,61,0.3240223463687151,5.234025589098518,0.62069494192681
32,32042,0.1,0.9853748422035119,robust,537,61,0.3240223463687151,5.282100064583124,0.5901445426403945
33,33042,0.1,0.9849349260364108,robust,537,60,0.3240223463687151,5.205621884387355,0.616265321499835
34,34042,0.1,0.739752852649528,fragile,537,60,0.3240223463687151,5.428603266081248,0.5635948791876525
35,35042,0.1,0.7039097471080069,fragile,537,60,0.3240223463687151,5.219149932282412,0.6427764794089506
36,36042,0.1,0.883221542762987,fragile,537,60,0.3240223463687151,5.258019898723021,0.5859039015246882
37,37042,0.1,0.9846745114070864,robust,537,60,0.3240223463687151,5.299096735797482,0.5702502929596717
38,38042,0.1,0.9806429144553311,robust,537,60,0.3240223463687151,5.390033739264347,0.5453432207263782
39,39042,0.1,0.4325223568949102,fragile,537,60,0.3240223463687151,5.05697832580858,0.6727442826778521
40,40042,0.1,0.8438381246451804,fragile,537,60,0.3240223463687151,5.112099416468003,0.6665020235702604
41,41042,0.1,0.7335112149001908,fragile,537,60,0.3240223463687151,5.325171179765729,0.5798461919842206
42,42042,0.1,0.629180547782994,fragile,537,60,0.3240223463687151,5.152840183760503,0.6578409005739071
43,43042,0.1,0.7588158128754978,fragile,537,61,0.3240223463687151,5.267332891039104,0.616768662345399
44,44042,0.1,0.9851072353798856,robust,537,61,0.3240223463687151,5.303504606572799,0.5913683015615021
45,45042,0.1,0.9847087116979658,robust,537,61,0.3240223463687151,5.28784014783841,0.6014363064673661
46,46042,0.1,0.5572722399378065,fragile,537,61,0.3240223463687151,5.262788058426359,0.601550025509936
47,47042,0.1,0.9851333528634594,robust,537,60,0.3240223463687151,5.259860801472851,0.5900902532046818
48,48042,0.1,0.9639439133828724,robust,537,61,0.3240223463687151,5.241452277195107,0.6233774273317348
49,49042,0.1,0.9852180691289425,robust,537,61,0.3240223463687151,5.297057436830842,0.6095659640846722
50,50042,0.1,0.7534667477084172,fragile,537,60,0.3240223463687151,5.164892914113939,0.6486861191233316
51,51042,0.1,0.635932636571393,fragile,537,61,0.3240223463687151,5.08641491966805,0.6714970154707454
52,52042,0.1,0.987540023364131,robust,537,60,0.3240223463687151,5.206090226451695,0.6021931477815196
53,53042,0.1,0.9879919853196785,robust,537,60,0.3240223463687151,5.331808698399602,0.5486506296775825
54,54042,0.1,0.9862882762036761,robust,537,60,0.3240223463687151,5.332671036176299,0.5643180385301618
55,55042,0.1,0.9856476632422665,robust,537,60,0.3240223463687151,5.288611418329242,0.5912934874192446
56,56042,0.1,0.9836776457939781,robust,537,60,0.3240223463687151,5.159125078089639,0.645220380509287
57,57042,0.1,0.9818356275292259,robust,537,60,0.3240223463687151,5.19007856332497,0.624906028338195
58,58042,0.1,0.9858914167862058,robust,537,60,0.3240223463687151,5.137495947052968,0.6333522756329399
59,59042,0.1,0.9811286301458708,robust,537,60,0.3240223463687151,5.401391572795578,0.543205039373219
60,60042,0.1,0.4507241997709471,fragile,537,60,0.3240223463687151,5.28987816010508,0.6161553710368234
61,61042,0.1,0.8262230525390626,fragile,537,60,0.3240223463687151,5.282252431900115,0.5892946985764127
62,62042,0.1,0.9861963598229674,robust,537,60,0.3240223463687151,5.2441667620760795,0.6218945465164577
63,63042,0.1,0.9826280727893869,robust,537,60,0.3240223463687151,5.19503294469531,0.6466046062320948
64,64042,0.1,0.9834512736896572,robust,537,60,0.3240223463687151,5.316264299566736,0.5705691609101499
65,65042,0.1,0.9853071870060418,robust,537,60,0.3240223463687151,5.379407495774202,0.5360870021806905
66,66042,0.1,0.9858579076671313,robust,537,60,0.3240223463687151,5.2297977168643595,0.6177984061304577
67,67042,0.1,0.9693533238639939,robust,537,60,0.3240223463687151,5.257439206381742,0.610297326145649
68,68042,0.1,0.9860063829761735,robust,537,60,0.3240223463687151,5.025391035261171,0.6905472138475892
69,69042,0.1,0.9844627457121641,robust,537,61,0.3240223463687151,5.157581074130443,0.6028661568537416
70,70042,0.1,0.981291303148342,robust,537,61,0.3240223463687151,5.212078602750526,0.6274599124218343
71,71042,0.1,0.9851953261551302,robust,537,60,0.3240223463687151,5.193435662790267,0.6427222666753759
