circuit_id,classification,fidelity,param_mean,param_std,param_range,param_skewness,param_entropy,small_param_ratio,extreme_param_ratio,param_diversity,critical_param_mean,critical_param_std
circuit_000_robust,robust,0.9174957378333621,0.8017806318242902,0.5142092322446961,1.5651603691947402,-0.3857267682064953,4.78965161144101,0.24517906336088155,0.06611570247933884,1.0,0.09077476355445635,0.28801490641324784
circuit_001_fragile,fragile,0.7319032858584144,0.8052609310178558,0.5249383941784902,1.5683512951905816,-0.35602919648310916,4.791018958148595,0.25068870523415976,0.06336088154269973,1.0,0.16436331657859773,0.3919564370168341
circuit_002_robust,robust,0.9811001683821297,0.8010727461860075,0.5146804220725681,1.5587868984984123,-0.34631236599812354,4.823898707220618,0.24242424242424243,0.04132231404958678,1.0,0.051721092892325564,0.23134081506781073
circuit_003_robust,robust,0.98476423311088,0.8009826659433913,0.5312994972180488,1.568532694681628,-0.37775610465033793,4.764862220215526,0.26721763085399447,0.03305785123966942,0.9972451790633609,0.049340621165429595,0.21891458902864905
circuit_004_robust,robust,0.983057800918585,0.7946868499626752,0.5111155168789946,1.561740374025418,-0.3705288077414797,4.822748185209152,0.24517906336088155,0.03856749311294766,1.0,0.08707129016445649,0.2801160904349336
circuit_005_fragile,fragile,0.629196692770952,0.8435435917325884,0.49553444698615806,1.5686399165322074,-0.4768488521016719,4.885430948848682,0.2066115702479339,0.0440771349862259,1.0,0.15876461746048764,0.37308295738829955
circuit_006_fragile,fragile,0.5647876366490038,0.8170161991264089,0.4952494863791329,1.569325359341846,-0.38161206165252864,4.873957695623157,0.21212121212121213,0.04132231404958678,1.0,0.010625657282389012,0.004992418058437148
circuit_007_robust,robust,0.9824729238088554,0.78912734473171,0.5116522249490228,1.566962357453861,-0.34205868966782793,4.793808032305555,0.24793388429752067,0.05509641873278237,1.0,0.1484688200670826,0.3747133244577002
circuit_008_fragile,fragile,0.8724165281680254,0.793180383651937,0.5243239341828714,1.562893504227237,-0.3160179632551803,4.739918178326414,0.2534435261707989,0.05509641873278237,1.0,0.0872911118719944,0.2938635738905973
circuit_009_robust,robust,0.9845090529147291,0.7354966250863547,0.5151085338519246,1.5649217410272112,-0.21485154473419116,4.712531865358512,0.2837465564738292,0.05234159779614325,1.0,0.11465017420094903,0.25267375906152206
circuit_010_robust,robust,0.9849707528585201,0.816641909524146,0.49968032592169154,1.5660650193894767,-0.421676377451893,4.857878181663006,0.2231404958677686,0.03305785123966942,1.0,0.17152724794038782,0.4077277688643812
circuit_011_robust,robust,0.9838924080470959,0.7917863650667766,0.5010171965529886,1.5683201603342674,-0.4050448914971543,4.840644021078107,0.24242424242424243,0.027548209366391185,1.0,0.10817407381632223,0.3092462509463803
circuit_012_robust,robust,0.9865654502647608,0.776043626084528,0.5275007110564705,1.5671902991695408,-0.2789929212771655,4.690507725175084,0.2699724517906336,0.05785123966942149,1.0,0.09917467547563656,0.2564395296487593
circuit_013_fragile,fragile,0.8747877345026069,0.746604674500543,0.5228377781345469,1.5692196495526396,-0.22555392145421002,4.66753686807238,0.2837465564738292,0.06060606060606061,1.0,0.06626943188852408,0.21652484895096263
circuit_014_fragile,fragile,0.7435713726354406,0.799496815586432,0.5164046519934371,1.5588397607837103,-0.3302066943266399,4.81130640912141,0.24242424242424243,0.0743801652892562,0.9972451790633609,0.13347649470418382,0.37224321606680294
circuit_015_fragile,fragile,0.8338483589102312,0.8107903930557525,0.5205792334062247,1.5651508033257828,-0.43422758056859473,4.7536957078231445,0.25068870523415976,0.05785123966942149,1.0,0.1160323784039683,0.3238904259259639
