circuit_index,seed,compression_ratio,fidelity,robustness_class,total_gates,depth,entanglement_ratio,importance_entropy,importance_concentration
17,17042,0.11000000000000001,0.988159645535216,robust,342,47,0.3216374269005848,4.673653073267032,0.6436416260733286
18,18042,0.11000000000000001,0.9232862248780078,robust,342,46,0.3216374269005848,4.926487447593404,0.5830592633509935
19,19042,0.11000000000000001,0.9907349040196117,robust,342,46,0.3216374269005848,4.6829882193879,0.6492636920564546
20,20042,0.11000000000000001,0.9878603687262201,robust,342,46,0.3216374269005848,4.684169630229285,0.643653598417274
21,21042,0.11000000000000001,0.988349145691786,robust,342,46,0.3216374269005848,4.811351690750552,0.5759566260519057
22,22042,0.11000000000000001,0.9898043462626065,robust,342,46,0.3216374269005848,4.618165460108301,0.646463908418937
23,23042,0.11000000000000001,0.9905277485917255,robust,342,46,0.3216374269005848,4.801198102905946,0.6260897678593599
24,24042,0.11000000000000001,0.98904462769827,robust,342,46,0.3216374269005848,4.825607092509849,0.619231498639926
25,25042,0.11000000000000001,0.9873114109388491,robust,342,46,0.3216374269005848,4.640996149771305,0.6550526160107357
26,26042,0.11000000000000001,0.9308209069457604,robust,342,46,0.3216374269005848,4.788363705333583,0.6134613135767056
27,27042,0.11000000000000001,0.7998077583939629,fragile,342,46,0.3216374269005848,4.78614097736847,0.6339850466553674
28,28042,0.11000000000000001,0.9864374771043979,robust,342,46,0.3216374269005848,4.922204813865136,0.5704312193178609
29,29042,0.11000000000000001,0.9869849160833338,robust,342,46,0.3216374269005848,4.8944094949540595,0.5855911020576687
30,30042,0.11000000000000001,0.5358421611709571,fragile,342,46,0.3216374269005848,4.698850930338789,0.6637095989714472
31,31042,0.11000000000000001,0.9896461527058551,robust,342,46,0.3216374269005848,4.712225271298172,0.6205998213180122
32,32042,0.11000000000000001,0.8748583723774522,fragile,342,46,0.3216374269005848,4.771476482381912,0.6212196284002515
33,33042,0.11000000000000001,0.9899085187300878,robust,342,46,0.3216374269005848,4.716901208250249,0.6569414321256267
34,34042,0.11000000000000001,0.9893986230150384,robust,342,46,0.3216374269005848,4.923703874434972,0.5799288331405547
35,35042,0.11000000000000001,0.8705395638434869,fragile,342,46,0.3216374269005848,4.734458234240451,0.6296402161589214
36,36042,0.11000000000000001,0.9875157095635161,robust,342,47,0.3216374269005848,4.711827392110489,0.6087257688104838
37,37042,0.11000000000000001,0.9893719339228515,robust,342,46,0.3216374269005848,4.740321289004206,0.6312668762745242
38,38042,0.11000000000000001,0.9866835980019228,robust,342,46,0.3216374269005848,4.843455878933903,0.601462797251354
39,39042,0.11000000000000001,0.4507158632232249,fragile,342,47,0.3216374269005848,4.583670276305999,0.6725108120735931
40,40042,0.11000000000000001,0.6532158607029196,fragile,342,46,0.3216374269005848,4.592247618918437,0.6793082742767259
41,41042,0.11000000000000001,0.9893617792696978,robust,342,47,0.3216374269005848,4.803327356662972,0.6136304200379226
42,42042,0.11000000000000001,0.9870541359759192,robust,342,46,0.3216374269005848,4.589038387190282,0.6833154261143793
43,43042,0.11000000000000001,0.8618033147294286,fragile,342,46,0.3216374269005848,4.777679467825063,0.6182786111375252
44,44042,0.11000000000000001,0.9904580236232479,robust,342,46,0.3216374269005848,4.806335552161447,0.6028526547984225
45,45042,0.11000000000000001,0.9912313195122953,robust,342,46,0.3216374269005848,4.803409544861156,0.5855244665821925
46,46042,0.11000000000000001,0.9875381357371665,robust,342,46,0.3216374269005848,4.716509056614042,0.6440315101591462
47,47042,0.11000000000000001,0.9890292154847858,robust,342,46,0.3216374269005848,4.618029582616092,0.6761043440494572
48,48042,0.11000000000000001,0.9885546624694157,robust,342,46,0.3216374269005848,4.741688817669525,0.6419442828616904
49,49042,0.11000000000000001,0.9895372032664264,robust,342,46,0.3216374269005848,4.747250607285576,0.6372772674819738
50,50042,0.11000000000000001,0.6019912740587824,fragile,342,46,0.3216374269005848,4.6334740559915595,0.6668704106446299
51,51042,0.11000000000000001,0.5937055380242434,fragile,342,46,0.3216374269005848,4.612837938361129,0.6566192757284958
52,52042,0.11000000000000001,0.9873446775526311,robust,342,46,0.3216374269005848,4.690570126341632,0.6254625364878156
53,53042,0.11000000000000001,0.9895311501513939,robust,342,46,0.3216374269005848,4.846361134482084,0.5881145502954894
54,54042,0.11000000000000001,0.9896871414715541,robust,342,46,0.3216374269005848,4.802663777182808,0.6299600130628806
55,55042,0.11000000000000001,0.9900888272603123,robust,342,46,0.3216374269005848,4.795195639404066,0.6156759906774663
56,56042,0.11000000000000001,0.9894812644222477,robust,342,46,0.3216374269005848,4.641281109052593,0.6646829998405017
57,57042,0.11000000000000001,0.987039044792605,robust,342,46,0.3216374269005848,4.701933477876595,0.6251226219571497
58,58042,0.11000000000000001,0.989936316587258,robust,342,46,0.3216374269005848,4.645064553716394,0.6625150856033603
59,59042,0.11000000000000001,0.9745792276389427,robust,342,46,0.3216374269005848,4.865067835898927,0.5767580251385264
60,60042,0.11000000000000001,0.45265390669239813,fragile,342,46,0.3216374269005848,4.88560058442346,0.6038286891377191
61,61042,0.11000000000000001,0.9890294745736999,robust,342,47,0.3216374269005848,4.792538955483868,0.6186618850233265
62,62042,0.11000000000000001,0.9925502170276119,robust,342,46,0.3216374269005848,4.756178660877638,0.6292443298408688
63,63042,0.11000000000000001,0.9880710969386716,robust,342,46,0.3216374269005848,4.675212767661167,0.6592598099939764
64,64042,0.11000000000000001,0.9901727195556687,robust,342,46,0.3216374269005848,4.8585371260915595,0.5876337682270703
65,65042,0.11000000000000001,0.9873341946189733,robust,342,46,0.3216374269005848,4.908349036555637,0.5768859464251281
66,66042,0.11000000000000001,0.9891310631095472,robust,342,46,0.3216374269005848,4.642739552666956,0.6452292258237425
67,67042,0.11000000000000001,0.9880700102642282,robust,342,46,0.3216374269005848,4.623552848904547,0.6704600562195149
68,68042,0.11000000000000001,0.9913113769706411,robust,342,46,0.3216374269005848,4.5660345269369405,0.6860528974390381
69,69042,0.11000000000000001,0.9902346071855346,robust,342,46,0.3216374269005848,4.815282742851645,0.5901031207810725
70,70042,0.11000000000000001,0.9873398525210028,robust,342,46,0.3216374269005848,4.709251340597236,0.6255456861328922
71,71042,0.11000000000000001,0.990922977042907,robust,342,47,0.3216374269005848,4.6761924623057345,0.6565452657353665
72,72042,0.11000000000000001,0.9897175746321409,robust,342,46,0.3216374269005848,4.605551622615495,0.6772957099526802
73,73042,0.11000000000000001,0.8982855031924123,fragile,342,46,0.3216374269005848,4.7048935006177794,0.6159235577292441
74,74042,0.11000000000000001,0.9884847405872059,robust,342,46,0.3216374269005848,4.57662258058381,0.6708988033212783
75,75042,0.11000000000000001,0.9903890690234616,robust,342,46,0.3216374269005848,4.651060719948428,0.6787864536095112
76,76042,0.11000000000000001,0.9900138004958307,robust,342,46,0.3216374269005848,4.71643060721496,0.6115269306754951
77,77042,0.11000000000000001,0.9903565322283264,robust,342,46,0.3216374269005848,4.72915194806167,0.6284725356188314
78,78042,0.11000000000000001,0.6720071862398939,fragile,342,46,0.3216374269005848,4.742595811016409,0.6238375821015903
79,79042,0.11000000000000001,0.9903469552920391,robust,342,46,0.3216374269005848,4.927556511512215,0.5648680064851261
80,80042,0.11000000000000001,0.9873640441315638,robust,342,46,0.3216374269005848,4.761145046273705,0.6326360903144373
81,81042,0.11000000000000001,0.990813182733751,robust,342,47,0.3216374269005848,4.965815125289239,0.5231600138591346
82,82042,0.11000000000000001,0.9904354724614859,robust,342,46,0.3216374269005848,4.713558855791699,0.6135540220015673
83,83042,0.11000000000000001,0.9875673638741633,robust,342,46,0.3216374269005848,4.851783559895465,0.5973313344295984
84,84042,0.11000000000000001,0.9909554646599702,robust,342,46,0.3216374269005848,4.835058136999397,0.5974509617116607
85,85042,0.11000000000000001,0.8526484014987707,fragile,342,47,0.3216374269005848,4.809034255928099,0.6190027083796573
86,86042,0.11000000000000001,0.7532000624496926,fragile,342,46,0.3216374269005848,4.7672763315064035,0.6197499706526303
87,87042,0.11000000000000001,0.98937794119423,robust,342,46,0.3216374269005848,4.64357161240953,0.6575726182252335
88,88042,0.11000000000000001,0.988448624516762,robust,342,46,0.3216374269005848,4.754889726570848,0.6306610788570048
89,89042,0.11000000000000001,0.9359736708073249,robust,342,46,0.3216374269005848,4.707863946533053,0.6449458062770279
90,90042,0.11000000000000001,0.922503688055756,robust,342,46,0.3216374269005848,4.702363451791081,0.6428366480028808
91,91042,0.11000000000000001,0.6634430478119705,fragile,342,46,0.3216374269005848,4.7577054207308525,0.621095153771235
92,92042,0.11000000000000001,0.9830092096751353,robust,342,46,0.3216374269005848,4.893806377547751,0.5591038970153558
93,93042,0.11000000000000001,0.9896401974222521,robust,342,46,0.3216374269005848,4.834974835128298,0.6217211543695944
94,94042,0.11000000000000001,0.9896103549621653,robust,342,46,0.3216374269005848,4.713423660348982,0.5929452011463473
95,95042,0.11000000000000001,0.6934127434138554,fragile,342,47,0.3216374269005848,4.850150242152419,0.563068603060251
96,96042,0.11000000000000001,0.9890956344369726,robust,342,46,0.3216374269005848,4.816947250099506,0.5938641819351647
97,97042,0.11000000000000001,0.6085430306511084,fragile,342,46,0.3216374269005848,4.640545876059846,0.6495154751783785
98,98042,0.11000000000000001,0.9887325115879164,robust,342,46,0.3216374269005848,4.673196270621751,0.6602530224921677
99,99042,0.11000000000000001,0.8472131511103721,fragile,342,46,0.3216374269005848,4.958403082358081,0.5640076843294478
