gate_index,gate_type,rotation_angle,gate_importance
0,rz,0.6374629947344488,14.539616422220185
1,rz,1.0685408081833265,14.398287269423717
2,rx,0.620441333365986,0.09318902639697324
3,rz,1.0389604244651567,14.539616422220185
4,rz,1.0342183678001233,14.507431738848783
5,rz,1.1718407704110712,14.423110853148748
6,ry,0.006853954573508018,4.930179247947514
7,rz,0.044222947796470624,14.374806173574193
8,rx,1.21789385867225,0.3271885706790003
9,ry,0.02593020981542008,0.00016808452695793452
10,ry,0.6275244070085277,0.09525824328269872
11,rx,0.03594924193817116,0.00032305220541528623
18,rx,0.7991579194451371,0.15134473306320206
19,ry,1.173864353536323,0.30670466288649945
20,rx,0.6364029299423077,0.09788064101273863
21,ry,0.8185203376643044,0.1583488454943225
22,ry,1.3117720738792902,0.37193126127134746
23,rz,1.5207330057598947,14.507431738848783
24,rx,0.6743363587676869,0.10943925659600306
25,rz,0.7263885243987063,5.22702701316556
26,rx,0.0441209389197428,0.0004865853705318113
27,ry,0.7077080018633692,0.1200730577312229
28,ry,1.2034701795582605,0.3204393818979425
29,rz,1.4273895923778475,0.1480968410147312
36,rx,0.6730974521113557,0.10905278273589358
37,ry,0.7059717588138461,0.11950927016250301
38,rx,0.912270231302881,0.19402409334099346
39,rz,0.8415674086349796,0.11528176063595941
40,rx,1.5521838633191503,0.03219269049954243
41,rx,0.7040387304338211,0.11888293250756155
42,rz,0.021712904542219393,4.337712605867882
43,rz,0.002643306315941241,10.08587129060503
44,ry,0.011391120325170225,4.48961163567644
45,ry,0.5592542916835703,0.07617450731455899
46,ry,0.7729436116879523,0.14207079477321116
47,ry,0.9997298331358109,0.22973518813786487
54,ry,1.5464573082844324,0.46794375293495627
55,rz,0.6986780895099448,0.11708921894254465
56,rz,1.2739213165102239,0.35371619839523305
57,rz,1.3744485436673082,0.39083706608001856
58,rz,1.1314721718996004,0.2873340338698892
59,rz,0.9978795836200947,0.22895638628392512
60,rx,1.400879522799686,0.41544982411670295
61,rx,0.5315302042464922,0.06898375429539727
62,rx,0.6226965385993959,0.09383757848499674
63,ry,0.7397444702788751,0.13067106647393067
64,rz,1.3854784341185524,0.3153066471716509
65,rz,0.8208655347773176,0.14311653405491342
72,ry,0.7297115847891585,0.12670674496013545
73,rx,0.04923088370109479,0.0005434575857138357
74,rz,0.027165424812509577,0.00018447851186187414
75,rx,0.012488445637924308,4.409048860317907
76,rz,1.3436590393455954,0.3874053664828795
77,rz,0.6745143530200065,0.10949438389234745
78,rx,1.5256544328395343,0.47743671805185184
79,rz,0.006399834537528544,5.252056779640764
80,rz,1.5354445071275564,0.4752465681638467
81,ry,0.5590496949912892,0.07351842562542554
82,rx,1.4648751651742073,0.4409824268397958
83,rz,0.8352311138243125,0.14787272439165267
90,ry,0.012620560843959704,4.4022025046916955
91,rz,1.143418942435014,0.2815913484843534
92,ry,1.4585940489878395,0.4440164998451589
93,rz,1.0410941759974954,0.24731992850750006
94,rx,0.7581170089507113,0.1369340210599117
95,rz,0.8794746272665119,0.17818235109354374
96,rz,0.03104092897951827,0.00024086490437025265
97,rx,1.2953149781997229,0.36399491595454736
98,ry,1.3180207925748124,0.36952672653139595
99,rz,1.2468779602228088,0.2844568747139422
100,rx,0.9785245474600639,0.2208609860327998
101,rz,1.2510625197934542,0.3428417283483719
108,ry,0.978229921986941,0.22066560766158572
109,rz,1.476260795611207,0.4355325027957354
110,rz,0.7393200627777067,0.13053656526777013
111,rz,1.033885670294643,0.24421672766859137
112,rz,1.2906613319754854,0.36175730515374016
113,ry,0.6779134343688323,0.11055847848227807
114,rz,1.517468383239749,0.47334866426518274
115,ry,0.6736494101111239,0.10922487727988872
116,rz,1.1343640916860107,0.28864559004059953
117,rz,0.5286014823929196,0.05695125003019352
118,ry,1.0093781091535834,0.22857482680279206
119,rz,0.7554496048512436,0.13601778939507325
126,rx,1.4354458623126969,0.43003270511495406
127,rx,0.014119985999292557,4.313596340445995
128,rx,1.3349736405233315,0.383178509587932
129,rx,0.04133716912770226,0.00042712956079826725
130,ry,0.7901607515139061,0.14813444133581688
131,rz,1.3152968827242548,0.3736356645467648
132,rz,1.105373074012204,0.2755994629567644
133,ry,1.2598542153822554,0.34677654146125125
134,ry,0.040988251599842915,0.0004049930738578844
135,ry,0.7927840610840637,0.14906753729291644
136,ry,0.046930069900222346,0.0005480344062533948
137,rx,0.904723654267056,0.19097761411041536
144,ry,0.034441652804793416,0.0002963696460459575
145,ry,1.4367489693077218,0.43317686228659047
146,ry,0.8133290166347164,0.15645598791013415
147,rz,0.952308885318482,0.20978904845464774
148,ry,0.03446519404601269,0.00029687690090263175
149,rz,0.04428923987886877,0.0004903040385834112
150,ry,0.7899558802350036,0.1480612546639497
151,rx,0.7575721920128855,0.1366826219683721
152,ry,0.04700727381995595,0.0005505667178303808
153,rz,1.5433713980098185,0.48176740762017023
154,rx,0.02295252270679932,0.00013143656754877053
155,rx,0.036969331134456655,0.00027881428113052387
162,ry,0.8584489572535244,0.17317602352122596
163,rx,1.5325733811190605,0.4806440750358053
164,rz,0.9171871957837725,0.1959721113262004
